A,z1,z2,phi,lambda,spinodal,arrest
1.7,0.5,0.5,0.41,0.06111512629291415,0.0006113515014648437,0.0702325708150196
1.7,0.5,0.5,0.42,0.05676368963623046,0.0006113515014648437,0.070507307588233
1.7,0.5,0.5,0.43,0.05676368963623046,0.0006113515014648437,0.07074168859659205
1.7,0.5,0.5,0.44,0.05767921688842773,0.0006113515014648437,0.0709178892936626
1.7,0.5,0.5,0.45,0.05767921688842773,0.0006113515014648437,0.07102920035486607
1.7,0.6,0.5,0.01,0.018921896545410155,0.0006113515014648437,0.04074354258215801
1.7,0.6,0.5,0.02,0.03604988555526733,0.0006113515014648437,0.060997389252286045
1.7,0.6,0.5,0.03,0.05238453682249784,0.0006113515014648437,0.07757799083632747
1.7,0.6,0.5,0.04,0.06622413790893554,0.0006113515014648437,0.09177769591253916
1.7,0.6,0.5,0.05,0.07919991876734794,0.0006113515014648437,0.10409659951790329
1.7,0.6,0.5,0.06,0.09167218943937121,0.0006113515014648437,0.11479756545466553
1.7,0.6,0.5,0.07,0.10173896590042113,0.0006113515014648437,0.12404671750849477
1.7,0.6,0.5,0.08,0.11175254522132873,0.0006113515014648437,0.13196491775725347
1.7,0.6,0.5,0.09,0.11962989428710935,0.0006113515014648437,0.13864808101839313
1.7,0.6,0.5,0.1,0.12617209944343566,0.0006113515014648437,0.14417900241385978
1.7,0.6,0.5,0.11,0.13192990755295753,0.0006113515014648437,0.14863142577166782
1.7,0.6,0.5,0.12,0.1367936460802555,0.0006113515014648437,0.15207585193371342
1.7,0.6,0.5,0.13,0.14079907780861853,0.0006113515014648437,0.15457853343798086
1.7,0.6,0.5,0.14,0.14363327838426826,0.0006113515014648437,0.15620303083250575
1.7,0.6,0.5,0.15,0.14591315581893918,0.0006113515014648437,0.15701375285415867
1.7,0.6,0.5,0.16,0.1466379482269287,0.0006113515014648437,0.15707180942269028
1.7,0.6,0.5,0.17,0.14726148958303756,0.0006113515014648437,0.15643837615916256
1.7,0.6,0.5,0.18,0.14726148958303756,0.0006113515014648437,0.15517324805878355
1.7,0.6,0.5,0.19,0.14648536035156248,0.0006113515014648437,0.15333586570737012
1.7,0.6,0.5,0.2,0.14477321710160374,0.0006113515014648437,0.15098209851398653
1.7,0.6,0.5,0.21,0.14251115120939117,0.0006113515014648437,0.1481688491885426
1.7,0.6,0.5,0.22,0.1402490853171786,0.0006113515014648437,0.14494985152660475
1.7,0.6,0.5,0.23,0.13733008782958983,0.0006113515014648437,0.1413776399091389
1.7,0.6,0.5,0.24,0.13405779315865038,0.0006113515014648437,0.13750175322042232
1.7,0.6,0.5,0.25,0.13037780275821684,0.0006113515014648437,0.13337020590275533
1.7,0.6,0.5,0.26,0.12717345737552643,0.0006113515014648437,0.12902822099905956
1.7,0.6,0.5,0.27,0.1222292525858283,0.0006113515014648437,0.1245187765718931
1.7,0.6,0.5,0.28,0.11869529355049131,0.0006113515014648437,0.11988202469450028
1.7,0.6,0.5,0.29,0.11352637927246093,0.0006113515014648437,0.1151545037714075
1.7,0.6,0.5,0.3,0.10900596346473693,0.0006113515014648437,0.1103713399834963
1.7,0.6,0.5,0.31,0.10476807364499569,0.0006113515014648437,0.10556370391964408
1.7,0.6,0.5,0.32,0.10014931018322705,0.0006113515014648437,0.10076003956776804
1.7,0.6,0.5,0.33,0.0953803430316448,0.0006113515014648437,0.09598605369061168
1.7,0.6,0.5,0.34,0.09095600827187612,0.0006113515014648437,0.09126490497237268
1.7,0.6,0.5,0.35,0.0865183253326416,0.0006113515014648437,0.0866170037039112
1.7,0.6,0.5,0.36,0.08175472259855271,0.0006113515014648437,0.08206035920075465
1.7,0.6,0.5,0.37,0.07751564068603516,0.0006113515014648437,0.07761026872652821
1.7,0.6,0.5,0.38,0.07324318017578124,0.0006113515014648437,0.07328223110499221
1.7,0.6,0.5,0.39,0.06930005392142942,0.0006113515014648437,0.07047318641567163
1.7,0.6,0.5,0.4,0.06518940137910842,0.0006113515014648437,0.07042450534465669
1.7,0.6,0.5,0.41,0.06111512629291415,0.0006113515014648437,0.0707125637201983
1.7,0.6,0.5,0.42,0.05767921688842773,0.0006113515014648437,0.07101258025512014
1.7,0.6,0.5,0.43,0.05767921688842773,0.0006113515014648437,0.071273025687989
1.7,0.6,0.5,0.44,0.05767921688842773,0.0006113515014648437,0.07147719752855351
1.7,0.6,0.5,0.45,0.05767921688842773,0.0006113515014648437,0.07161804276659178
1.7,0.7,0.5,0.01,0.019956633075237276,0.0006113515014648437,0.042200009957283596
1.7,0.7,0.5,0.02,0.03784279309082031,0.0006113515014648437,0.06322766256912409
1.7,0.7,0.5,0.03,0.05493263513183593,0.0006113515014648437,0.08041413517555876
1.7,0.7,0.5,0.04,0.06930005392142942,0.0006113515014648437,0.09509661778081693
1.7,0.7,0.5,0.05,0.08315986470571532,0.0006113515014648437,0.10779541856633476
1.7,0.7,0.5,0.06,0.0953803430316448,0.0006113515014648437,0.11878861081471288
1.7,0.7,0.5,0.07,0.10643104306793212,0.0006113515014648437,0.12825220859946568
1.7,0.7,0.5,0.08,0.11627296102905273,0.0006113515014648437,0.13631794276677411
1.7,0.7,0.5,0.09,0.12416938357925414,0.0006113515014648437,0.1430901145731594
1.7,0.7,0.5,0.1,0.13089921296270005,0.0006113515014648437,0.1486579217270917
1.7,0.7,0.5,0.11,0.1367936460802555,0.0006113515014648437,0.15310367584314197
1.7,0.7,0.5,0.12,0.14190772409057614,0.0006113515014648437,0.1565037647371367
1.7,0.7,0.5,0.13,0.1453409512863159,0.0006113515014648437,0.15892987537232284
1.7,0.7,0.5,0.14,0.1484210209970772,0.0006113515014648437,0.16045332268915344
1.7,0.7,0.5,0.15,0.1501856163291931,0.0006113515014648437,0.1611418271983764
1.7,0.7,0.5,0.16,0.15136817236328123,0.0006113515014648437,0.1610616290487001
1.7,0.7,0.5,0.17,0.15140631933212279,0.0006113515014648437,0.16027846528439257
1.7,0.7,0.5,0.18,0.15136817236328123,0.0006113515014648437,0.1588554621045526
1.7,0.7,0.5,0.19,0.1501856163291931,0.0006113515014648437,0.15685519347369525
1.7,0.7,0.5,0.2,0.1484210209970772,0.0006113515014648437,0.15433706872978664
1.7,0.7,0.5,0.21,0.14591315581893918,0.0006113515014648437,0.15135933420627706
1.7,0.7,0.5,0.22,0.14363327838426826,0.0006113515014648437,0.1479783346390258
1.7,0.7,0.5,0.23,0.1402490853171786,0.0006113515014648437,0.14424785615871047
1.7,0.7,0.5,0.24,0.13671973632812498,0.0006113515014648437,0.14021859860435174
1.7,0.7,0.5,0.25,0.1330104744620984,0.0006113515014648437,0.13594034522513018
1.7,0.7,0.5,0.26,0.12885392838515783,0.0006113515014648437,0.1314579888980014
1.7,0.7,0.5,0.27,0.12518638772903382,0.0006113515014648437,0.1268155344761552
1.7,0.7,0.5,0.28,0.1201639518508911,0.0006113515014648437,0.12205241501897797
1.7,0.7,0.5,0.29,0.11627296102905273,0.0006113515014648437,0.1172060998184798
1.7,0.7,0.5,0.3,0.11175254522132873,0.0006113515014648437,0.11231127293406142
1.7,0.7,0.5,0.31,0.10643104306793212,0.0006113515014648437,0.10739813129373448
1.7,0.7,0.5,0.32,0.10173896590042113,0.0006113515014648437,0.10249649381725683
1.7,0.7,0.5,0.33,0.0970196754900012,0.0006113515014648437,0.09763000771686176
1.7,0.7,0.5,0.34,0.09239973856190589,0.0006113515014648437,0.09282196992070754
1.7,0.7,0.5,0.35,0.0878916162109375,0.0006113515014648437,0.08809189922813601
1.7,0.7,0.5,0.36,0.08315986470571532,0.0006113515014648437,0.08345777099565427
1.7,0.7,0.5,0.37,0.07919991876734794,0.0006113515014648437,0.07919991876734794
1.7,0.7,0.5,0.38,0.07450203014755248,0.0006113515014648437,0.07453575164348322
1.7,0.7,0.5,0.39,0.07040003890430926,0.0006113515014648437,0.07113037414992596
1.7,0.7,0.5,0.4,0.06622413790893554,0.0006113515014648437,0.07093889099052562
1.7,0.7,0.5,0.41,0.06208519178962707,0.0006113515014648437,0.0712419889818116
1.7,0.7,0.5,0.42,0.058594744140624995,0.0006113515014648437,0.07156707884954726
1.7,0.7,0.5,0.43,0.05767921688842773,0.0006113515014648437,0.07185535636598914
1.7,0.7,0.5,0.44,0.05767921688842773,0.0006113515014648437,0.072089104738026
1.7,0.7,0.5,0.45,0.058594744140624995,0.0006113515014648437,0.07226245551986896
1.7,0.8,0.5,0.01,0.021287008613586424,0.0006113515014648437,0.043904269467567515
1.7,0.8,0.5,0.02,0.03991226615047455,0.0006113515014648437,0.06582780258830616
1.7,0.8,0.5,0.03,0.05767921688842773,0.0006113515014648437,0.08372466230572184
1.7,0.8,0.5,0.04,0.07324318017578124,0.0006113515014648437,0.09898169929871548
1.7,0.8,0.5,0.05,0.08720497077178954,0.0006113515014648437,0.11214108835851998
1.7,0.8,0.5,0.06,0.10014931018322705,0.0006113515014648437,0.1234956802241478
1.7,0.8,0.5,0.07,0.11175254522132873,0.0006113515014648437,0.13323538301775195
1.7,0.8,0.5,0.08,0.12127434436250152,0.0006113515014648437,0.1415001630072996
1.7,0.8,0.5,0.09,0.12935923398666827,0.0006113515014648437,0.1484033208759526
1.7,0.8,0.5,0.1,0.13671973632812498,0.0006113515014648437,0.15404366332104064
1.7,0.8,0.5,0.11,0.14251115120939117,0.0006113515014648437,0.15851079220907646
1.7,0.8,0.5,0.12,0.14726148958303756,0.0006113515014648437,0.16188713292878637
1.7,0.8,0.5,0.13,0.15136817236328123,0.0006113515014648437,0.1642534519266881
1.7,0.8,0.5,0.14,0.1538095783691406,0.0006113515014648437,0.16568445813193977
1.7,0.8,0.5,0.15,0.15564063287353513,0.0006113515014648437,0.16625546097375077
1.7,0.8,0.5,0.16,0.15653774089535488,0.0006113515014648437,0.16603717242565003
1.7,0.8,0.5,0.17,0.15653774089535488,0.0006113515014648437,0.16509985116153275
1.7,0.8,0.5,0.18,0.15625098437499998,0.0006113515014648437,0.16351118266931858
1.7,0.8,0.5,0.19,0.1550302813720703,0.0006113515014648437,0.16133649971587272
1.7,0.8,0.5,0.2,0.15320876360988617,0.0006113515014648437,0.15863917803002653
1.7,0.8,0.5,0.21,0.15077689434623717,0.0006113515014648437,0.1554796826374974
1.7,0.8,0.5,0.22,0.14783898169904947,0.0006113515014648437,0.15191685436908203
1.7,0.8,0.5,0.23,0.1441965422210693,0.0006113515014648437,0.14800638559602244
1.7,0.8,0.5,0.24,0.14079907780861853,0.0006113515014648437,0.14380065829748742
1.7,0.8,0.5,0.25,0.13671973632812498,0.0006113515014648437,0.13935052114871113
1.7,0.8,0.5,0.26,0.13244727581787108,0.0006113515014648437,0.1347015016945497
1.7,0.8,0.5,0.27,0.12817481530761718,0.0006113515014648437,0.12989818728809377
1.7,0.8,0.5,0.28,0.12416938357925414,0.0006113515014648437,0.12498111182676622
1.7,0.8,0.5,0.29,0.11869529355049131,0.0006113515014648437,0.11998748678702373
1.7,0.8,0.5,0.3,0.11445621163797379,0.0006113515014648437,0.11495174270326936
1.7,0.8,0.5,0.31,0.10900596346473693,0.0006113515014648437,0.10990441557439112
1.7,0.8,0.5,0.32,0.10476807364499569,0.0006113515014648437,0.10487423770736491
1.7,0.8,0.5,0.33,0.0993357068634033,0.0006113515014648437,0.09988628478796016
1.7,0.8,0.5,0.34,0.09462932458257674,0.0006113515014648437,0.09496231266154827
1.7,0.8,0.5,0.35,0.08972267071533202,0.0006113515014648437,0.09012197981866342
1.7,0.8,0.5,0.36,0.0851450344543457,0.0006113515014648437,0.08538201260429236
1.7,0.8,0.5,0.37,0.08047732068295031,0.0006113515014648437,0.08075697933495547
1.7,0.8,0.5,0.38,0.07630447442531585,0.0006113515014648437,0.07630447442531585
1.7,0.8,0.5,0.39,0.07209877111053466,0.0006113515014648437,0.07218753336146036
1.7,0.8,0.5,0.4,0.06782631060028076,0.0006113515014648437,0.07151832134436452
1.7,0.8,0.5,0.41,0.06358722868776322,0.0006113515014648437,0.07182241983577747
1.7,0.8,0.5,0.42,0.059815447143554676,0.0006113515014648437,0.07217136659157639
1.7,0.8,0.5,0.43,0.058594744140624995,0.0006113515014648437,0.07248909051795556
1.7,0.8,0.5,0.44,0.058594744140624995,0.0006113515014648437,0.07275478548178634
1.7,0.8,0.5,0.45,0.058594744140624995,0.0006113515014648437,0.0729630689282191
1.7,0.9,0.5,0.01,0.021973654052734375,0.0006113515014648437,0.04580402536162902
1.7,0.9,0.5,0.02,0.04257301722717285,0.0006113515014648437,0.06872849033838214
1.7,0.9,0.5,0.03,0.06111512629291415,0.0006113515014648437,0.08742928105711065
1.7,0.9,0.5,0.04,0.07751564068603516,0.0006113515014648437,0.10334336354584636
1.7,0.9,0.5,0.05,0.09239973856190589,0.0006113515014648437,0.1170382585048931
1.7,0.9,0.5,0.06,0.1055995583564639,0.0006113515014648437,0.12882187101014597
1.7,0.9,0.5,0.07,0.11718848828124999,0.0006113515014648437,0.1388958030011508
1.7,0.9,0.5,0.08,0.12717345737552643,0.0006113515014648437,0.14741127585367902
1.7,0.9,0.5,0.09,0.1356516212005615,0.0006113515014648437,0.15449049622431324
1.7,0.9,0.5,0.1,0.1430700145474672,0.0006113515014648437,0.16024144237569593
1.7,0.9,0.5,0.11,0.14900306029510496,0.0006113515014648437,0.1647611897160536
1.7,0.9,0.5,0.12,0.1538095783691406,0.0006113515014648437,0.16814050062078637
1.7,0.9,0.5,0.13,0.157780095981826,0.0006113515014648437,0.17046540238575789
1.7,0.9,0.5,0.14,0.16032492011056507,0.0006113515014648437,0.1718193716370427
1.7,0.9,0.5,0.15,0.162220984998703,0.0006113515014648437,0.17228218493757586
1.7,0.9,0.5,0.16,0.16286974423930423,0.0006113515014648437,0.171930749526888
1.7,0.9,0.5,0.17,0.16286974423930423,0.0006113515014648437,0.17084044573236531
1.7,0.9,0.5,0.18,0.162220984998703,0.0006113515014648437,0.1690822312735908
1.7,0.9,0.5,0.19,0.16095364136590062,0.0006113515014648437,0.16672618561030556
1.7,0.9,0.5,0.2,0.15839883753469589,0.0006113515014648437,0.1638392878698758
1.7,0.9,0.5,0.21,0.15564063287353513,0.0006113515014648437,0.16048557036577352
1.7,0.9,0.5,0.22,0.1526079488506317,0.0006113515014648437,0.1567255038218841
1.7,0.9,0.5,0.23,0.14900306029510496,0.0006113515014648437,0.1526167659880168
1.7,0.9,0.5,0.24,0.1453409512863159,0.0006113515014648437,0.14821431163536056
1.7,0.9,0.5,0.25,0.14135340094959734,0.0006113515014648437,0.14356975540018535
1.7,0.9,0.5,0.26,0.13671973632812498,0.0006113515014648437,0.13873082108517426
1.7,0.9,0.5,0.27,0.13192990755295753,0.0006113515014648437,0.13374202430581728
1.7,0.9,0.5,0.28,0.12717345737552643,0.0006113515014648437,0.12864458862998662
1.7,0.9,0.5,0.29,0.1222292525858283,0.0006113515014648437,0.12347683206094708
1.7,0.9,0.5,0.3,0.11718848828124999,0.0006113515014648437,0.11827232613320875
1.7,0.9,0.5,0.31,0.11263946224689482,0.0006113515014648437,0.11306318828109964
1.7,0.9,0.5,0.32,0.10730276091060041,0.0006113515014648437,0.10787707014578853
1.7,0.9,0.5,0.33,0.10254005224609374,0.0006113515014648437,0.10273885943306872
1.7,0.9,0.5,0.34,0.09778360206866263,0.0006113515014648437,0.09778360206866263
1.7,0.9,0.5,0.35,0.09239973856190589,0.0006113515014648437,0.09269205258507493
1.7,0.9,0.5,0.36,0.0878916162109375,0.0006113515014648437,0.0878916162109375
1.7,0.9,0.5,0.37,0.08315986470571532,0.0006113515014648437,0.08315986470571532
1.7,0.9,0.5,0.38,0.07857630523374677,0.0006113515014648437,0.07857630523374677
1.7,0.9,0.5,0.39,0.07391999084952473,0.0006113515014648437,0.07396909696413534
1.7,0.9,0.5,0.4,0.06984571576333044,0.0006113515014648437,0.07218525324566542
1.7,0.9,0.5,0.41,0.06570676964402199,0.0006113515014648437,0.07245544386312332
1.7,0.9,0.5,0.42,0.06208519178962707,0.0006113515014648437,0.07282634088063542
1.7,0.9,0.5,0.43,0.058594744140624995,0.0006113515014648437,0.0731745014485348
1.7,0.9,0.5,0.44,0.05888084640693663,0.0006113515014648437,0.07347497581778037
1.7,0.9,0.5,0.45,0.059815447143554676,0.0006113515014648437,0.07372169545403072
1.7,1.0,0.5,0.01,0.02403359037017822,0.0006113515014648437,0.047840059544243675
1.7,1.0,0.5,0.02,0.04486183535766601,0.0006113515014648437,0.07184592372352092
1.7,1.0,0.5,0.03,0.06408790765380859,0.0006113515014648437,0.09142387620057636
1.7,1.0,0.5,0.04,0.08175472259855271,0.0006113515014648437,0.10806375910564062
1.7,1.0,0.5,0.05,0.0970196754900012,0.0006113515014648437,0.12235737608504098
1.7,1.0,0.5,0.06,0.11087948627428709,0.0006113515014648437,0.1346280678080838
1.7,1.0,0.5,0.07,0.12319931808254121,0.0006113515014648437,0.14508982027569042
1.7,1.0,0.5,0.08,0.13353208024430271,0.0006113515014648437,0.15390358500446152
1.7,1.0,0.5,0.09,0.14251115120939117,0.0006113515014648437,0.16120204502138388
1.7,1.0,0.5,0.1,0.1501856163291931,0.0006113515014648437,0.16710142113624774
1.7,1.0,0.5,0.11,0.15625098437499998,0.0006113515014648437,0.1717063250965398
1.7,1.0,0.5,0.12,0.16158731318230182,0.0006113515014648437,0.17511635565129263
1.7,1.0,0.5,0.13,0.1647959053955078,0.0006113515014648437,0.17742416076590822
1.7,1.0,0.5,0.14,0.16762831783199308,0.0006113515014648437,0.1787196730786328
1.7,1.0,0.5,0.15,0.16895869337034225,0.0006113515014648437,0.17908851614128518
1.7,1.0,0.5,0.16,0.1702890689086914,0.0006113515014648437,0.17861437676634173
1.7,1.0,0.5,0.17,0.16962388113951682,0.0006113515014648437,0.17737598632898038
1.7,1.0,0.5,0.18,0.16895869337034225,0.0006113515014648437,0.17545099709398712
1.7,1.0,0.5,0.19,0.16697352362171186,0.0006113515014648437,0.17291240344384545
1.7,1.0,0.5,0.2,0.1647959053955078,0.0006113515014648437,0.1698314529771951
1.7,1.0,0.5,0.21,0.16158731318230182,0.0006113515014648437,0.16627497538435201
1.7,1.0,0.5,0.22,0.15839883753469589,0.0006113515014648437,0.16230698267977745
1.7,1.0,0.5,0.23,0.1550302813720703,0.0006113515014648437,0.1579876384405562
1.7,1.0,0.5,0.24,0.15077689434623717,0.0006113515014648437,0.1533728238453548
1.7,1.0,0.5,0.25,0.14648536035156248,0.0006113515014648437,0.1485167675481095
1.7,1.0,0.5,0.26,0.14190772409057614,0.0006113515014648437,0.1434689001450786
1.7,1.0,0.5,0.27,0.13671973632812498,0.0006113515014648437,0.13827350470211097
1.7,1.0,0.5,0.28,0.13192990755295753,0.0006113515014648437,0.132974488295343
1.7,1.0,0.5,0.29,0.12717345737552643,0.0006113515014648437,0.12760891782278438
1.7,1.0,0.5,0.3,0.12127434436250152,0.0006113515014648437,0.12221230982397092
1.7,1.0,0.5,0.31,0.11627296102905273,0.0006113515014648437,0.11681611713873881
1.7,1.0,0.5,0.32,0.11087948627428709,0.0006113515014648437,0.11144887263815254
1.7,1.0,0.5,0.33,0.1055995583564639,0.0006113515014648437,0.1061356346537328
1.7,1.0,0.5,0.34,0.10093787955474852,0.0006113515014648437,0.10093787955474852
1.7,1.0,0.5,0.35,0.0953803430316448,0.0006113515014648437,0.09575581043296283
1.7,1.0,0.5,0.36,0.09095600827187612,0.0006113515014648437,0.09095600827187612
1.7,1.0,0.5,0.37,0.08584240872848034,0.0006113515014648437,0.08584240872848034
1.7,1.0,0.5,0.38,0.0811109924993515,0.0006113515014648437,0.0811109924993515
1.7,1.0,0.5,0.39,0.07630447442531585,0.0006113515014648437,0.0764316461208979
1.7,1.0,0.5,0.4,0.07209877111053466,0.0006113515014648437,0.07304199738829392
1.7,1.0,0.5,0.41,0.06782631060028076,0.0006113515014648437,0.07314582085985961
1.7,1.0,0.5,0.42,0.06358722868776322,0.0006113515014648437,0.07353334324189295
1.7,1.0,0.5,0.43,0.059815447143554676,0.0006113515014648437,0.0739128100895897
1.7,1.0,0.5,0.44,0.059815447143554676,0.0006113515014648437,0.0742506367109164
1.7,1.0,0.5,0.45,0.059815447143554676,0.0006113515014648437,0.07453776768946284
1.7,1.1,0.5,0.01,0.024834676715850827,0.0006113515014648437,0.049953785659443174
1.7,1.1,0.5,0.02,0.04731516229128837,0.0006113515014648437,0.07509364234823503
1.7,1.1,0.5,0.03,0.06782631060028076,0.0006113515014648437,0.09559831310093249
1.7,1.1,0.5,0.04,0.0865183253326416,0.0006113515014648437,0.1130121511560973
1.7,1.1,0.5,0.05,0.10254005224609374,0.0006113515014648437,0.12795135254547935
1.7,1.1,0.5,0.06,0.11718848828124999,0.0006113515014648437,0.14075384924070336
1.7,1.1,0.5,0.07,0.12986851837244257,0.0006113515014648437,0.1516456215377959
1.7,1.1,0.5,0.08,0.14079907780861853,0.0006113515014648437,0.16079842387659687
1.7,1.1,0.5,0.09,0.1501856163291931,0.0006113515014648437,0.16835388141330704
1.7,1.1,0.5,0.1,0.157780095981826,0.0006113515014648437,0.17443552065774104
1.7,1.1,0.5,0.11,0.1641521752963066,0.0006113515014648437,0.1791572602842489
1.7,1.1,0.5,0.12,0.16895869337034225,0.0006113515014648437,0.1826256472937228
1.7,1.1,0.5,0.13,0.1730356506652832,0.0006113515014648437,0.18494058039254327
1.7,1.1,0.5,0.14,0.175782232421875,0.0006113515014648437,0.18619810120630906
1.7,1.1,0.5,0.15,0.17734696594946459,0.0006113515014648437,0.18649056639624645
1.7,1.1,0.5,0.16,0.17734696594946459,0.0006113515014648437,0.18590676988755078
1.7,1.1,0.5,0.17,0.17734696594946459,0.0006113515014648437,0.1845311501836036
1.7,1.1,0.5,0.18,0.175782232421875,0.0006113515014648437,0.18244618084950412
1.7,1.1,0.5,0.19,0.17440894154357908,0.0006113515014648437,0.17972931618545535
1.7,1.1,0.5,0.2,0.17168381745696068,0.0006113515014648437,0.17645508462605822
1.7,1.1,0.5,0.21,0.16895869337034225,0.0006113515014648437,0.17269453126005896
1.7,1.1,0.5,0.22,0.1647959053955078,0.0006113515014648437,0.1685134010870022
1.7,1.1,0.5,0.23,0.16095364136590062,0.0006113515014648437,0.1639754804495396
1.7,1.1,0.5,0.24,0.15653774089535488,0.0006113515014648437,0.15913919076469854
1.7,1.1,0.5,0.25,0.15201182795668391,0.0006113515014648437,0.15405970175975683
1.7,1.1,0.5,0.26,0.14726148958303756,0.0006113515014648437,0.14878834863079218
1.7,1.1,0.5,0.27,0.14190772409057614,0.0006113515014648437,0.1433719597661864
1.7,1.1,0.5,0.28,0.13671973632812498,0.0006113515014648437,0.13785374945798878
1.7,1.1,0.5,0.29,0.13141253928804397,0.0006113515014648437,0.13227249001536628
1.7,1.1,0.5,0.3,0.12617209944343566,0.0006113515014648437,0.12666527773784744
1.7,1.1,0.5,0.31,0.12028912159240245,0.0006113515014648437,0.12106289478924634
1.7,1.1,0.5,0.32,0.11535743377685546,0.0006113515014648437,0.11549470995420888
1.7,1.1,0.5,0.33,0.10986427026367186,0.0006113515014648437,0.10998629596375663
1.7,1.1,0.5,0.34,0.10476807364499569,0.0006113515014648437,0.10476807364499569
1.7,1.1,0.5,0.35,0.0993357068634033,0.0006113515014648437,0.0993357068634033
1.7,1.1,0.5,0.36,0.09389004079677536,0.0006113515014648437,0.0940240724560264
1.7,1.1,0.5,0.37,0.0890217201628685,0.0006113515014648437,0.0890217201628685
1.7,1.1,0.5,0.38,0.08381465891599654,0.0006113515014648437,0.08401325119523162
1.7,1.1,0.5,0.39,0.07919991876734794,0.0006113515014648437,0.07923244165402624
1.7,1.1,0.5,0.4,0.07450203014755248,0.0006113515014648437,0.07471145763027341
1.7,1.1,0.5,0.41,0.07040003890430926,0.0006113515014648437,0.07390408625482191
1.7,1.1,0.5,0.42,0.06622413790893554,0.0006113515014648437,0.0742926715821854
1.7,1.1,0.5,0.43,0.06208519178962707,0.0006113515014648437,0.07470392358021216
1.7,1.1,0.5,0.44,0.06008247592544555,0.0006113515014648437,0.07508067245651451
1.7,1.1,0.5,0.45,0.06111512629291415,0.0006113515014648437,0.07541118833447344
1.7,1.2,0.5,0.01,0.02660851076698303,0.0006113515014648437,0.052093753111302925
1.7,1.2,0.5,0.02,0.05046943977737426,0.0006113515014648437,0.07838996727448097
1.7,1.2,0.5,0.03,0.0715355072737336,0.0006113515014648437,0.09984658730489929
1.7,1.2,0.5,0.04,0.09095600827187612,0.0006113515014648437,0.11806195760744974
1.7,1.2,0.5,0.05,0.10814765666580199,0.0006113515014648437,0.13367452705368493
1.7,1.2,0.5,0.06,0.12319931808254121,0.0006113515014648437,0.14703812340340155
1.7,1.2,0.5,0.07,0.13618567876434323,0.0006113515014648437,0.15838998703905854
1.7,1.2,0.5,0.08,0.14783898169904947,0.0006113515014648437,0.16791078243767696
1.7,1.2,0.5,0.09,0.15715161046749354,0.0006113515014648437,0.1757514906140268
1.7,1.2,0.5,0.1,0.16566905078091723,0.0006113515014648437,0.18204369080389016
1.7,1.2,0.5,0.11,0.17235973406112193,0.0006113515014648437,0.18690893228048472
1.7,1.2,0.5,0.12,0.17734696594946459,0.0006113515014648437,0.19045962289964513
1.7,1.2,0.5,0.13,0.1812004305416282,0.0006113515014648437,0.19280436066165604
1.7,1.2,0.5,0.14,0.1833433788787424,0.0006113515014648437,0.19404406483425404
1.7,1.2,0.5,0.15,0.18479847712381178,0.0006113515014648437,0.19427823370801195
1.7,1.2,0.5,0.16,0.18552602624634648,0.0006113515014648437,0.1936005331880331
1.7,1.2,0.5,0.17,0.18479847712381178,0.0006113515014648437,0.19210134187091196
1.7,1.2,0.5,0.18,0.1840766119787969,0.0006113515014648437,0.18986716568681072
1.7,1.2,0.5,0.19,0.18191101654375225,0.0006113515014648437,0.1869793294993418
1.7,1.2,0.5,0.2,0.17874339087820051,0.0006113515014648437,0.1835170819804361
1.7,1.2,0.5,0.21,0.175782232421875,0.0006113515014648437,0.17955469626016957
1.7,1.2,0.5,0.22,0.17168381745696068,0.0006113515014648437,0.17516090696753406
1.7,1.2,0.5,0.23,0.16762831783199308,0.0006113515014648437,0.17040260858360445
1.7,1.2,0.5,0.24,0.16286974423930423,0.0006113515014648437,0.16534055828880748
1.7,1.2,0.5,0.25,0.15839883753469589,0.0006113515014648437,0.16003188903461768
1.7,1.2,0.5,0.26,0.15320876360988617,0.0006113515014648437,0.15452989323025057
1.7,1.2,0.5,0.27,0.14783898169904947,0.0006113515014648437,0.14888246556494153
1.7,1.2,0.5,0.28,0.14190772409057614,0.0006113515014648437,0.14313460514083373
1.7,1.2,0.5,0.29,0.13671973632812498,0.0006113515014648437,0.137326446071628
1.7,1.2,0.5,0.3,0.13089921296270005,0.0006113515014648437,0.13149450431243676
1.7,1.2,0.5,0.31,0.12518638772903382,0.0006113515014648437,0.12567196398657324
1.7,1.2,0.5,0.32,0.11962989428710935,0.0006113515014648437,0.11988783756692241
1.7,1.2,0.5,0.33,0.11445621163797379,0.0006113515014648437,0.11445621163797379
1.7,1.2,0.5,0.34,0.10814765666580199,0.0006113515014648437,0.1085344318291967
1.7,1.2,0.5,0.35,0.10299781587219237,0.0006113515014648437,0.10300784429572173
1.7,1.2,0.5,0.36,0.09778360206866263,0.0006113515014648437,0.09778360206866263
1.7,1.2,0.5,0.37,0.09239973856190589,0.0006113515014648437,0.09239973856190589
1.7,1.2,0.5,0.38,0.08720497077178954,0.0006113515014648437,0.08722328706829206
1.7,1.2,0.5,0.39,0.08239845269775391,0.0006113515014648437,0.08239845269775391
1.7,1.2,0.5,0.4,0.07751564068603516,0.0006113515014648437,0.07751564068603516
1.7,1.2,0.5,0.41,0.07324318017578124,0.0006113515014648437,0.0747696778880158
1.7,1.2,0.5,0.42,0.06836036816406249,0.0006113515014648437,0.07510723971119666
