A,z1,z2,phi,lambda,spinodal,arrest
0.6,2.2,0.5,0.36,0.12717345737552643,0.0006113515014648437,0.20732803170162267
0.6,2.2,0.5,0.37,0.13512173596149682,0.0006113515014648437,0.22232999119605168
0.6,2.2,0.5,0.38,0.1430700145474672,0.0006113515014648437,0.23871651876848152
0.6,2.2,0.5,0.39,0.15136817236328123,0.0006113515014648437,0.2566572743708242
0.6,2.2,0.5,0.4,0.16095364136590062,0.0006113515014648437,0.2763540418535511
0.6,2.2,0.5,0.41,0.17101318145126942,0.0006113515014648437,0.2980478919405463
0.6,2.2,0.5,0.42,0.18191101654375225,0.0006113515014648437,0.32203573912243966
0.6,2.2,0.5,0.43,0.19226172296142574,0.0006113515014648437,0.3486844916494688
0.6,2.2,0.5,0.44,0.20427801814651486,0.0006113515014648437,0.3784580890020551
0.6,2.2,0.5,0.45,0.2171593256524056,0.0006113515014648437,0.4119551651680639
0.6,2.3,0.5,0.01,0.027466817565917966,0.0006113515014648437,0.03761951454490394
0.6,2.3,0.5,0.02,0.05046943977737426,0.0006113515014648437,0.06078296521342603
0.6,2.3,0.5,0.03,0.0715355072737336,0.0006113515014648437,0.08020643960031093
0.6,2.3,0.5,0.04,0.0890217201628685,0.0006113515014648437,0.09676065088313554
0.6,2.3,0.5,0.05,0.10476807364499569,0.0006113515014648437,0.11084124170164188
0.6,2.3,0.5,0.06,0.11718848828124999,0.0006113515014648437,0.12271118217499809
0.6,2.3,0.5,0.07,0.1276741363415718,0.0006113515014648437,0.13258400651386998
0.6,2.3,0.5,0.08,0.13671973632812498,0.0006113515014648437,0.1406435423121321
0.6,2.3,0.5,0.09,0.14363327838426826,0.0006113515014648437,0.14706038840773566
0.6,2.3,0.5,0.1,0.14900306029510496,0.0006113515014648437,0.15199099037287878
0.6,2.3,0.5,0.11,0.15320876360988617,0.0006113515014648437,0.15558205757225718
0.6,2.3,0.5,0.12,0.15564063287353513,0.0006113515014648437,0.15797286320568416
0.6,2.3,0.5,0.13,0.157780095981826,0.0006113515014648437,0.1592912477310635
0.6,2.3,0.5,0.14,0.15839883753469589,0.0006113515014648437,0.1596582716022511
0.6,2.3,0.5,0.15,0.157780095981826,0.0006113515014648437,0.1591833182162999
0.6,2.3,0.5,0.16,0.15715161046749354,0.0006113515014648437,0.15796942726256694
0.6,2.3,0.5,0.17,0.15564063287353513,0.0006113515014648437,0.1561094563108515
0.6,2.3,0.5,0.18,0.15320876360988617,0.0006113515014648437,0.15368826683001968
0.6,2.3,0.5,0.19,0.1501856163291931,0.0006113515014648437,0.15078444082230902
0.6,2.3,0.5,0.2,0.14726148958303756,0.0006113515014648437,0.14746938184500885
0.6,2.3,0.5,0.21,0.14363327838426826,0.0006113515014648437,0.14380893607149475
0.6,2.3,0.5,0.22,0.13969043152666089,0.0006113515014648437,0.13986263322212047
0.6,2.3,0.5,0.23,0.1356516212005615,0.0006113515014648437,0.13568454698410032
0.6,2.3,0.5,0.24,0.13141253928804397,0.0006113515014648437,0.13141253928804397
0.6,2.3,0.5,0.25,0.12717345737552643,0.0006113515014648437,0.12717345737552643
0.6,2.3,0.5,0.26,0.1222292525858283,0.0006113515014648437,0.1222292525858283
0.6,2.3,0.5,0.27,0.11776069281387326,0.0006113515014648437,0.11776069281387326
0.6,2.3,0.5,0.28,0.11352637927246093,0.0006113515014648437,0.12160006398833771
0.6,2.3,0.5,0.29,0.10814765666580199,0.0006113515014648437,0.1292759102168784
0.6,2.3,0.5,0.3,0.10394958088214416,0.0006113515014648437,0.13765140143555143
0.6,2.3,0.5,0.31,0.0993357068634033,0.0006113515014648437,0.14672641985410342
0.6,2.3,0.5,0.32,0.0993357068634033,0.0006113515014648437,0.15655763432981767
0.6,2.3,0.5,0.33,0.1055995583564639,0.0006113515014648437,0.16721998892407736
0.6,2.3,0.5,0.34,0.11175254522132873,0.0006113515014648437,0.17880080341866092
0.6,2.3,0.5,0.35,0.11869529355049131,0.0006113515014648437,0.19139856353801038
0.6,2.3,0.5,0.36,0.12617209944343566,0.0006113515014648437,0.20512615174728682
0.6,2.3,0.5,0.37,0.13353208024430271,0.0006113515014648437,0.22011357000649256
0.6,2.3,0.5,0.38,0.14135340094959734,0.0006113515014648437,0.23650909845859963
0.6,2.3,0.5,0.39,0.15077689434623717,0.0006113515014648437,0.25448830321957927
0.6,2.3,0.5,0.4,0.16032492011056507,0.0006113515014648437,0.2742565046613005
0.6,2.3,0.5,0.41,0.1702890689086914,0.0006113515014648437,0.296062259910856
0.6,2.3,0.5,0.42,0.18024542777633662,0.0006113515014648437,0.3202075641260911
0.6,2.3,0.5,0.43,0.1907596860632896,0.0006113515014648437,0.3470683241896152
0.6,2.3,0.5,0.44,0.20347693180084225,0.0006113515014648437,0.3771177514462372
0.6,2.3,0.5,0.45,0.21629431333160398,0.0006113515014648437,0.4109662038059131
0.6,2.4,0.5,0.01,0.02660851076698303,0.0006113515014648437,0.03732802788451779
0.6,2.4,0.5,0.02,0.04966835343170165,0.0006113515014648437,0.06014150300519487
0.6,2.4,0.5,0.03,0.06984571576333044,0.0006113515014648437,0.07925318694098983
0.6,2.4,0.5,0.04,0.08720497077178954,0.0006113515014648437,0.09554102137656025
0.6,2.4,0.5,0.05,0.10254005224609374,0.0006113515014648437,0.10939988680161995
0.6,2.4,0.5,0.06,0.11535743377685546,0.0006113515014648437,0.12109136932453873
0.6,2.4,0.5,0.07,0.12617209944343566,0.0006113515014648437,0.1308242809736363
0.6,2.4,0.5,0.08,0.13458350607299802,0.0006113515014648437,0.13878148230778858
0.6,2.4,0.5,0.09,0.14190772409057614,0.0006113515014648437,0.14512925652375733
0.6,2.4,0.5,0.1,0.14726148958303756,0.0006113515014648437,0.15002156546602846
0.6,2.4,0.5,0.11,0.15136817236328123,0.0006113515014648437,0.15360105594769694
0.6,2.4,0.5,0.12,0.15442469824171065,0.0006113515014648437,0.15600032101302488
0.6,2.4,0.5,0.13,0.15564063287353513,0.0006113515014648437,0.15734336997196782
0.6,2.4,0.5,0.14,0.15653774089535488,0.0006113515014648437,0.15774402856501132
0.6,2.4,0.5,0.15,0.15625098437499998,0.0006113515014648437,0.15730883149154526
0.6,2.4,0.5,0.16,0.15564063287353513,0.0006113515014648437,0.15613703319451017
0.6,2.4,0.5,0.17,0.1538095783691406,0.0006113515014648437,0.1543189817089775
0.6,2.4,0.5,0.18,0.15136817236328123,0.0006113515014648437,0.15194109741453907
0.6,2.4,0.5,0.19,0.14900306029510496,0.0006113515014648437,0.14908056608005835
0.6,2.4,0.5,0.2,0.14591315581893918,0.0006113515014648437,0.14591315581893918
0.6,2.4,0.5,0.21,0.14190772409057614,0.0006113515014648437,0.14219446443272526
0.6,2.4,0.5,0.22,0.13805770898409767,0.0006113515014648437,0.1382951858617828
0.6,2.4,0.5,0.23,0.13405779315865038,0.0006113515014648437,0.1341654071261309
0.6,2.4,0.5,0.24,0.12986851837244257,0.0006113515014648437,0.12986851837244257
0.6,2.4,0.5,0.25,0.12617209944343566,0.0006113515014648437,0.12617209944343566
0.6,2.4,0.5,0.26,0.12127434436250152,0.0006113515014648437,0.12127434436250152
0.6,2.4,0.5,0.27,0.11627296102905273,0.0006113515014648437,0.11629770389090142
0.6,2.4,0.5,0.28,0.11175254522132873,0.0006113515014648437,0.12001024059703849
0.6,2.4,0.5,0.29,0.10730276091060041,0.0006113515014648437,0.12757895757678595
0.6,2.4,0.5,0.3,0.10254005224609374,0.0006113515014648437,0.13585686527967147
0.6,2.4,0.5,0.31,0.09778360206866263,0.0006113515014648437,0.1448380629709794
0.6,2.4,0.5,0.32,0.09855965446603296,0.0006113515014648437,0.15458012639767169
0.6,2.4,0.5,0.33,0.10394958088214416,0.0006113515014648437,0.16515934924001746
0.6,2.4,0.5,0.34,0.11087948627428709,0.0006113515014648437,0.176665443705913
0.6,2.4,0.5,0.35,0.11718848828124999,0.0006113515014648437,0.18919977510332503
0.6,2.4,0.5,0.36,0.12416938357925414,0.0006113515014648437,0.20287899659161773
0.6,2.4,0.5,0.37,0.13192990755295753,0.0006113515014648437,0.21783569910087072
0.6,2.4,0.5,0.38,0.1402490853171786,0.0006113515014648437,0.234222748189643
0.6,2.4,0.5,0.39,0.14900306029510496,0.0006113515014648437,0.2522201205914888
0.6,2.4,0.5,0.4,0.15839883753469589,0.0006113515014648437,0.2720389893372461
0.6,2.4,0.5,0.41,0.16829870238061434,0.0006113515014648437,0.29393248067717465
0.6,2.4,0.5,0.42,0.17874339087820051,0.0006113515014648437,0.31820983254594587
0.6,2.4,0.5,0.43,0.19001453494585488,0.0006113515014648437,0.3452541641645302
0.6,2.4,0.5,0.44,0.2026821039422452,0.0006113515014648437,0.37554877723223257
0.6,2.4,0.5,0.45,0.2154494175764024,0.0006113515014648437,0.4097139658734192
0.6,2.5,0.5,0.01,0.02660851076698303,0.0006113515014648437,0.03707505233260285
0.6,2.5,0.5,0.02,0.048892301034331315,0.0006113515014648437,0.059576017356614344
0.6,2.5,0.5,0.03,0.06866554391479492,0.0006113515014648437,0.07840846586253296
0.6,2.5,0.5,0.04,0.0865183253326416,0.0006113515014648437,0.09445819606048268
0.6,2.5,0.5,0.05,0.10093787955474852,0.0006113515014648437,0.10811957806351818
0.6,2.5,0.5,0.06,0.11352637927246093,0.0006113515014648437,0.11965188601909532
0.6,2.5,0.5,0.07,0.12416938357925414,0.0006113515014648437,0.12926044392848948
0.6,2.5,0.5,0.08,0.1330104744620984,0.0006113515014648437,0.13712446638339978
0.6,2.5,0.5,0.09,0.1402490853171786,0.0006113515014648437,0.14340418427564808
0.6,2.5,0.5,0.1,0.1453409512863159,0.0006113515014648437,0.1482483699539295
0.6,2.5,0.5,0.11,0.1495989576716572,0.0006113515014648437,0.15179584844838043
0.6,2.5,0.5,0.12,0.1526079488506317,0.0006113515014648437,0.15417388579497765
0.6,2.5,0.5,0.13,0.1538095783691406,0.0006113515014648437,0.15550441728975645
0.6,2.5,0.5,0.14,0.1550302813720703,0.0006113515014648437,0.1558999091833802
0.6,2.5,0.5,0.15,0.15442469824171065,0.0006113515014648437,0.1554651374638161
0.6,2.5,0.5,0.16,0.1538095783691406,0.0006113515014648437,0.15430020252692972
0.6,2.5,0.5,0.17,0.15201182795668391,0.0006113515014648437,0.15249608512128812
0.6,2.5,0.5,0.18,0.1495989576716572,0.0006113515014648437,0.15013734687677746
0.6,2.5,0.5,0.19,0.14726148958303756,0.0006113515014648437,0.14730201113124577
0.6,2.5,0.5,0.2,0.14363327838426826,0.0006113515014648437,0.1440615507714412
0.6,2.5,0.5,0.21,0.1402490853171786,0.0006113515014648437,0.14048122036606378
0.6,2.5,0.5,0.22,0.13671973632812498,0.0006113515014648437,0.13671973632812498
0.6,2.5,0.5,0.23,0.13244727581787108,0.0006113515014648437,0.13253432221817188
0.6,2.5,0.5,0.24,0.12817481530761718,0.0006113515014648437,0.12826896022531015
0.6,2.5,0.5,0.25,0.12416938357925414,0.0006113515014648437,0.12416938357925414
0.6,2.5,0.5,0.26,0.11962989428710935,0.0006113515014648437,0.11962989428710935
0.6,2.5,0.5,0.27,0.11535743377685546,0.0006113515014648437,0.11535743377685546
0.6,2.5,0.5,0.28,0.11087948627428709,0.0006113515014648437,0.1184511579937151
0.6,2.5,0.5,0.29,0.10643104306793212,0.0006113515014648437,0.12590567750931722
0.6,2.5,0.5,0.3,0.10173896590042113,0.0006113515014648437,0.13408051997377088
0.6,2.5,0.5,0.31,0.0970196754900012,0.0006113515014648437,0.14296209483161607
0.6,2.5,0.5,0.32,0.0970196754900012,0.0006113515014648437,0.1526074778446832
0.6,2.5,0.5,0.33,0.10254005224609374,0.0006113515014648437,0.16309540905551023
0.6,2.5,0.5,0.34,0.10900596346473693,0.0006113515014648437,0.17451623766278845
0.6,2.5,0.5,0.35,0.11627296102905273,0.0006113515014648437,0.18697548631716546
0.6,2.5,0.5,0.36,0.12319931808254121,0.0006113515014648437,0.200592543182444
0.6,2.5,0.5,0.37,0.13089921296270005,0.0006113515014648437,0.2155029548203626
0.6,2.5,0.5,0.38,0.13914476968475986,0.0006113515014648437,0.23186480783739039
0.6,2.5,0.5,0.39,0.14783898169904947,0.0006113515014648437,0.24986162095111686
0.6,2.5,0.5,0.4,0.15715161046749354,0.0006113515014648437,0.2697092849842843
0.6,2.5,0.5,0.41,0.16697352362171186,0.0006113515014648437,0.2916676840487601
0.6,2.5,0.5,0.42,0.17734696594946459,0.0006113515014648437,0.316052284582433
0.6,2.5,0.5,0.43,0.18925764916515347,0.0006113515014648437,0.3432527583966777
0.6,2.5,0.5,0.44,0.20108618973797557,0.0006113515014648437,0.37376069298013415
0.6,2.5,0.5,0.45,0.21376622681408675,0.0006113515014648437,0.4082088419511455
0.6,2.6,0.5,0.01,0.025635763061523435,0.0006113515014648437,0.0368546305104372
0.6,2.6,0.5,0.02,0.048066180740356436,0.0006113515014648437,0.059074951766766436
0.6,2.6,0.5,0.03,0.06782631060028076,0.0006113515014648437,0.07765699494056677
0.6,2.6,0.5,0.04,0.0851450344543457,0.0006113515014648437,0.09349167445289559
0.6,2.6,0.5,0.05,0.10014931018322705,0.0006113515014648437,0.10697483185029069
0.6,2.6,0.5,0.06,0.11263946224689482,0.0006113515014648437,0.11836319155829259
0.6,2.6,0.5,0.07,0.12319931808254121,0.0006113515014648437,0.12785878453486146
0.6,2.6,0.5,0.08,0.13141253928804397,0.0006113515014648437,0.13563480764761526
0.6,2.6,0.5,0.09,0.13805770898409767,0.0006113515014648437,0.14184877204739912
0.6,2.6,0.5,0.1,0.14363327838426826,0.0006113515014648437,0.14664575437519217
0.6,2.6,0.5,0.11,0.14783898169904947,0.0006113515014648437,0.150161905310587
0.6,2.6,0.5,0.12,0.1501856163291931,0.0006113515014648437,0.1525238346558488
0.6,2.6,0.5,0.13,0.15201182795668391,0.0006113515014648437,0.15385136148893458
0.6,2.6,0.5,0.14,0.1526079488506317,0.0006113515014648437,0.15425780627459923
0.6,2.6,0.5,0.15,0.1526079488506317,0.0006113515014648437,0.15384817018602454
0.6,2.6,0.5,0.16,0.15136817236328123,0.0006113515014648437,0.15272065777928412
0.6,2.6,0.5,0.17,0.1501856163291931,0.0006113515014648437,0.150964679681642
0.6,2.6,0.5,0.18,0.14783898169904947,0.0006113515014648437,0.1486634441135817
0.6,2.6,0.5,0.19,0.1453409512863159,0.0006113515014648437,0.14589366965631478
0.6,2.6,0.5,0.2,0.14251115120939117,0.0006113515014648437,0.1427232564815285
0.6,2.6,0.5,0.21,0.13859910784285884,0.0006113515014648437,0.13921628146595136
0.6,2.6,0.5,0.22,0.13512173596149682,0.0006113515014648437,0.1354286679002582
0.6,2.6,0.5,0.23,0.13141253928804397,0.0006113515014648437,0.131413127501694
0.6,2.6,0.5,0.24,0.12717345737552643,0.0006113515014648437,0.1272164153963296
0.6,2.6,0.5,0.25,0.12319931808254121,0.0006113515014648437,0.12319931808254121
0.6,2.6,0.5,0.26,0.11869529355049131,0.0006113515014648437,0.11869529355049131
0.6,2.6,0.5,0.27,0.11445621163797379,0.0006113515014648437,0.11445621163797379
0.6,2.6,0.5,0.28,0.10986427026367186,0.0006113515014648437,0.11692521135264711
0.6,2.6,0.5,0.29,0.10476807364499569,0.0006113515014648437,0.1242589315919745
0.6,2.6,0.5,0.3,0.10014931018322705,0.0006113515014648437,0.13232607824919412
0.6,2.6,0.5,0.31,0.09613136148071287,0.0006113515014648437,0.14110166768403745
0.6,2.6,0.5,0.32,0.09613136148071287,0.0006113515014648437,0.1506443733986005
0.6,2.6,0.5,0.33,0.10173896590042113,0.0006113515014648437,0.16103177081132433
0.6,2.6,0.5,0.34,0.10814765666580199,0.0006113515014648437,0.1723589655886706
0.6,2.6,0.5,0.35,0.11445621163797379,0.0006113515014648437,0.18473178117703662
0.6,2.6,0.5,0.36,0.1222292525858283,0.0006113515014648437,0.1982731999526387
0.6,2.6,0.5,0.37,0.12935923398666827,0.0006113515014648437,0.2131237451799201
0.6,2.6,0.5,0.38,0.13733008782958983,0.0006113515014648437,0.22944343482246862
0.6,2.6,0.5,0.39,0.14648536035156248,0.0006113515014648437,0.24742102630273513
0.6,2.6,0.5,0.4,0.15564063287353513,0.0006113515014648437,0.26727756176331635
0.6,2.6,0.5,0.41,0.16496756675529478,0.0006113515014648437,0.2892777617533985
0.6,2.6,0.5,0.42,0.175782232421875,0.0006113515014648437,0.31374391628749254
0.6,2.6,0.5,0.43,0.18777908159355072,0.0006113515014648437,0.34107245885383225
0.6,2.6,0.5,0.44,0.2002976203664541,0.0006113515014648437,0.3717646285861028
0.6,2.6,0.5,0.45,0.21286108613586424,0.0006113515014648437,0.4064627932240637
0.6,2.7,0.5,0.01,0.025635763061523435,0.0006113515014648437,0.036661626097126074
0.6,2.7,0.5,0.02,0.04731516229128837,0.0006113515014648437,0.05862815994062264
0.6,2.7,0.5,0.03,0.06676654012215136,0.0006113515014648437,0.07698332545743829
0.6,2.7,0.5,0.04,0.08381465891599654,0.0006113515014648437,0.09262486540321972
0.6,2.7,0.5,0.05,0.09855965446603296,0.0006113515014648437,0.10594673492508933
0.6,2.7,0.5,0.06,0.11087948627428709,0.0006113515014648437,0.11720514960531953
0.6,2.7,0.5,0.07,0.12127434436250152,0.0006113515014648437,0.12659818488655966
0.6,2.7,0.5,0.08,0.12935923398666827,0.0006113515014648437,0.1342970802516024
0.6,2.7,0.5,0.09,0.13618567876434323,0.0006113515014648437,0.140457620521516
0.6,2.7,0.5,0.1,0.14190772409057614,0.0006113515014648437,0.1452220680179246
0.6,2.7,0.5,0.11,0.14591315581893918,0.0006113515014648437,0.14872469459219662
0.6,2.7,0.5,0.12,0.14900306029510496,0.0006113515014648437,0.1510920657274755
0.6,2.7,0.5,0.13,0.15077689434623717,0.0006113515014648437,0.15244114637493825
0.6,2.7,0.5,0.14,0.15136817236328123,0.0006113515014648437,0.15288148245262867
0.6,2.7,0.5,0.15,0.15136817236328123,0.0006113515014648437,0.1525151752388805
0.6,2.7,0.5,0.16,0.15077689434623717,0.0006113515014648437,0.15143615847333972
0.6,2.7,0.5,0.17,0.14900306029510496,0.0006113515014648437,0.1497311369165952
0.6,2.7,0.5,0.18,0.1466379482269287,0.0006113515014648437,0.14748012903912802
0.6,2.7,0.5,0.19,0.1441965422210693,0.0006113515014648437,0.1447581360588122
0.6,2.7,0.5,0.2,0.14135340094959734,0.0006113515014648437,0.14163251854643635
0.6,2.7,0.5,0.21,0.13805770898409767,0.0006113515014648437,0.13816763056719064
0.6,2.7,0.5,0.22,0.13405779315865038,0.0006113515014648437,0.1344194456424589
0.6,2.7,0.5,0.23,0.13037780275821684,0.0006113515014648437,0.13044192465154292
0.6,2.7,0.5,0.24,0.12617209944343566,0.0006113515014648437,0.12628215350398372
0.6,2.7,0.5,0.25,0.1222292525858283,0.0006113515014648437,0.1222292525858283
0.6,2.7,0.5,0.26,0.11776069281387326,0.0006113515014648437,0.11776069281387326
0.6,2.7,0.5,0.27,0.11352637927246093,0.0006113515014648437,0.11352637927246093
0.6,2.7,0.5,0.28,0.10900596346473693,0.0006113515014648437,0.11543416565529414
0.6,2.7,0.5,0.29,0.10476807364499569,0.0006113515014648437,0.12263974531164774
0.6,2.7,0.5,0.3,0.10014931018322705,0.0006113515014648437,0.13059473516228198
0.6,2.7,0.5,0.31,0.0953803430316448,0.0006113515014648437,0.13926025469311248
0.6,2.7,0.5,0.32,0.09462932458257674,0.0006113515014648437,0.14869314698017302
0.6,2.7,0.5,0.33,0.10093787955474852,0.0006113515014648437,0.15897377591333825
0.6,2.7,0.5,0.34,0.10643104306793212,0.0006113515014648437,0.170197620220613
0.6,2.7,0.5,0.35,0.11352637927246093,0.0006113515014648437,0.1824742387887112
0.6,2.7,0.5,0.36,0.1201639518508911,0.0006113515014648437,0.19592806283525344
0.6,2.7,0.5,0.37,0.1276741363415718,0.0006113515014648437,0.21070371091203258
0.6,2.7,0.5,0.38,0.13618567876434323,0.0006113515014648437,0.22696512311981135
0.6,2.7,0.5,0.39,0.14477321710160374,0.0006113515014648437,0.24490581870984093
0.6,2.7,0.5,0.4,0.1538095783691406,0.0006113515014648437,0.26475119428788607
0.6,2.7,0.5,0.41,0.16350844519710542,0.0006113515014648437,0.2867712157955222
0.6,2.7,0.5,0.42,0.17440894154357908,0.0006113515014648437,0.3112943985889894
0.6,2.7,0.5,0.43,0.18625357536888118,0.0006113515014648437,0.3387245174211308
0.6,2.7,0.5,0.44,0.1986704137268066,0.0006113515014648437,0.36957063690425696
0.6,2.7,0.5,0.45,0.2111981167129278,0.0006113515014648437,0.40448554610671383
0.6,2.8,0.5,0.01,0.024834676715850827,0.0006113515014648437,0.03649156150879332
0.6,2.8,0.5,0.02,0.046564143842220296,0.0006113515014648437,0.05822822757557752
0.6,2.8,0.5,0.03,0.06570676964402199,0.0006113515014648437,0.07637775706253633
0.6,2.8,0.5,0.04,0.08239845269775391,0.0006113515014648437,0.09184245898915107
0.6,2.8,0.5,0.05,0.0970196754900012,0.0006113515014648437,0.10501896132604004
0.6,2.8,0.5,0.06,0.10986427026367186,0.0006113515014648437,0.11615935945924641
0.6,2.8,0.5,0.07,0.11962989428710935,0.0006113515014648437,0.12546082031051722
0.6,2.8,0.5,0.08,0.12817481530761718,0.0006113515014648437,0.1330920819655187
0.6,2.8,0.5,0.09,0.13512173596149682,0.0006113515014648437,0.13920604787953245
0.6,2.8,0.5,0.1,0.14079907780861853,0.0006113515014648437,0.14394283890279774
0.6,2.8,0.5,0.11,0.14477321710160374,0.0006113515014648437,0.14743297883355433
0.6,2.8,0.5,0.12,0.14783898169904947,0.0006113515014648437,0.1497996556754163
0.6,2.8,0.5,0.13,0.1495989576716572,0.0006113515014648437,0.1511559805086593
0.6,2.8,0.5,0.14,0.1501856163291931,0.0006113515014648437,0.15160929268306816
0.6,2.8,0.5,0.15,0.1501856163291931,0.0006113515014648437,0.15125879104946172
0.6,2.8,0.5,0.16,0.1495989576716572,0.0006113515014648437,0.15019664364278534
0.6,2.8,0.5,0.17,0.14783898169904947,0.0006113515014648437,0.14851018638001445
0.6,2.8,0.5,0.18,0.14591315581893918,0.0006113515014648437,0.14627907234728113
0.6,2.8,0.5,0.19,0.1430700145474672,0.0006113515014648437,0.14357821104462218
0.6,2.8,0.5,0.2,0.1402490853171786,0.0006113515014648437,0.14047651897890587
0.6,2.8,0.5,0.21,0.13671973632812498,0.0006113515014648437,0.13703602461172934
0.6,2.8,0.5,0.22,0.1330104744620984,0.0006113515014648437,0.13331511968826848
0.6,2.8,0.5,0.23,0.12935923398666827,0.0006113515014648437,0.12936629401798486
0.6,2.8,0.5,0.24,0.12518638772903382,0.0006113515014648437,0.1252370059651414
0.6,2.8,0.5,0.25,0.12127434436250152,0.0006113515014648437,0.12127434436250152
0.6,2.8,0.5,0.26,0.11718848828124999,0.0006113515014648437,0.11718848828124999
0.6,2.8,0.5,0.27,0.11263946224689482,0.0006113515014648437,0.11263946224689482
0.6,2.8,0.5,0.28,0.10814765666580199,0.0006113515014648437,0.11398182344616997
0.6,2.8,0.5,0.29,0.10394958088214416,0.0006113515014648437,0.12105019250001611
0.6,2.8,0.5,0.3,0.0993357068634033,0.0006113515014648437,0.12888929221049164
0.6,2.8,0.5,0.31,0.09462932458257674,0.0006113515014648437,0.13744015572358967
0.6,2.8,0.5,0.32,0.09389004079677536,0.0006113515014648437,0.1467584861933985
0.6,2.8,0.5,0.33,0.0993357068634033,0.0006113515014648437,0.15692492502947328
0.6,2.8,0.5,0.34,0.1055995583564639,0.0006113515014648437,0.16803755819911595
0.6,2.8,0.5,0.35,0.11175254522132873,0.0006113515014648437,0.18020703311512348
0.6,2.8,0.5,0.36,0.11869529355049131,0.0006113515014648437,0.1935623589120274
0.6,2.8,0.5,0.37,0.12617209944343566,0.0006113515014648437,0.20824958460274226
0.6,2.8,0.5,0.38,0.13458350607299802,0.0006113515014648437,0.22443841930638805
0.6,2.8,0.5,0.39,0.1430700145474672,0.0006113515014648437,0.24232423501462888
0.6,2.8,0.5,0.4,0.15201182795668391,0.0006113515014648437,0.26213887609026276
0.6,2.8,0.5,0.41,0.162220984998703,0.0006113515014648437,0.2841573879230713
0.6,2.8,0.5,0.42,0.1730356506652832,0.0006113515014648437,0.3087137588649807
0.6,2.8,0.5,0.43,0.18479847712381178,0.0006113515014648437,0.3362189623402786
0.6,2.8,0.5,0.44,0.19711830893206592,0.0006113515014648437,0.3671900673214222
0.6,2.8,0.5,0.45,0.20953514728999137,0.0006113515014648437,0.4022883139718891
0.6,2.9,0.5,0.01,0.024834676715850827,0.0006113515014648437,0.03634070427638541
0.6,2.9,0.5,0.02,0.046564143842220296,0.0006113515014648437,0.05786910600959669
0.6,2.9,0.5,0.03,0.06518940137910842,0.0006113515014648437,0.07583018512783292
0.6,2.9,0.5,0.04,0.08175472259855271,0.0006113515014648437,0.09113437133950317
0.6,2.9,0.5,0.05,0.09613136148071287,0.0006113515014648437,0.10417737309998029
0.6,2.9,0.5,0.06,0.10814765666580199,0.0006113515014648437,0.11521041248940611
0.6,2.9,0.5,0.07,0.11869529355049131,0.0006113515014648437,0.1244284701148943
0.6,2.9,0.5,0.08,0.12717345737552643,0.0006113515014648437,0.1319977025344034
0.6,2.9,0.5,0.09,0.13405779315865038,0.0006113515014648437,0.13806671660976946
0.6,2.9,0.5,0.1,0.13969043152666089,0.0006113515014648437,0.14277344224353639
0.6,2.9,0.5,0.11,0.14363327838426826,0.0006113515014648437,0.14624459929970227
0.6,2.9,0.5,0.12,0.14648536035156248,0.0006113515014648437,0.14860073911332583
0.6,2.9,0.5,0.13,0.14783898169904947,0.0006113515014648437,0.14995289564466002
0.6,2.9,0.5,0.14,0.14900306029510496,0.0006113515014648437,0.1504069468044359
0.6,2.9,0.5,0.15,0.14900306029510496,0.0006113515014648437,0.1500610991993295
0.6,2.9,0.5,0.16,0.14783898169904947,0.0006113515014648437,0.14900812077363967
0.6,2.9,0.5,0.17,0.14648536035156248,0.0006113515014648437,0.14733460139623938
0.6,2.9,0.5,0.18,0.14420548291689156,0.0006113515014648437,0.14512071223456877
0.6,2.9,0.5,0.19,0.14190772409057614,0.0006113515014648437,0.14244124566364616
0.6,2.9,0.5,0.2,0.13914476968475986,0.0006113515014648437,0.13936400027454166
0.6,2.9,0.5,0.21,0.1356516212005615,0.0006113515014648437,0.13595206621751885
0.6,2.9,0.5,0.22,0.13192990755295753,0.0006113515014648437,0.13226281802719886
0.6,2.9,0.5,0.23,0.12817481530761718,0.0006113515014648437,0.1283483949059721
0.6,2.9,0.5,0.24,0.12416938357925414,0.0006113515014648437,0.12425532572215328
0.6,2.9,0.5,0.25,0.1201639518508911,0.0006113515014648437,0.1201639518508911
0.6,2.9,0.5,0.26,0.11627296102905273,0.0006113515014648437,0.11627296102905273
0.6,2.9,0.5,0.27,0.11175254522132873,0.0006113515014648437,0.11175254522132873
0.6,2.9,0.5,0.28,0.10730276091060041,0.0006113515014648437,0.11256930331269253
0.6,2.9,0.5,0.29,0.10254005224609374,0.0006113515014648437,0.11949233498084244
0.6,2.9,0.5,0.3,0.09855965446603296,0.0006113515014648437,0.1272115074392278
0.6,2.9,0.5,0.31,0.09389004079677536,0.0006113515014648437,0.13564338077055424
0.6,2.9,0.5,0.32,0.09239973856190589,0.0006113515014648437,0.14484203168850363
0.6,2.9,0.5,0.33,0.09778360206866263,0.0006113515014648437,0.1548889214907648
0.6,2.9,0.5,0.34,0.10394958088214416,0.0006113515014648437,0.16588216834301503
0.6,2.9,0.5,0.35,0.11087948627428709,0.0006113515014648437,0.1779365915395132
0.6,2.9,0.5,0.36,0.11718848828124999,0.0006113515014648437,0.19118221823853496
0.6,2.9,0.5,0.37,0.12518638772903382,0.0006113515014648437,0.20576867413756178
